firstName,surname,id,team,season,jumperNumber,position,providerId,dateOfBirth,draftYear,heightInCm,weightInKg,recruitedFrom,debutYear,draftType,draftPosition,data_accessed
Charlie,Banfield,12935,St Kilda,2026,36,MIDFIELDER_FORWARD,CD_I1036769,18/07/2007,NA,191,0,NA,NA,NA,NA,27/04/2026
Eamonn,Armstrong,13967,St Kilda,2026,46,MEDIUM_DEFENDER,CD_I1039730,26/07/2006,NA,191,0,NA,NA,NA,NA,27/04/2026
Kobe,McDonald,15854,St Kilda,2026,42,MEDIUM_DEFENDER,CD_I1044597,8/12/2007,NA,193,0,NA,NA,NA,NA,27/04/2026
Mason,Wood,547,St Kilda,2026,32,MIDFIELDER,CD_I295340,13/09/1993,NA,192,0,NA,NA,NA,NA,27/04/2026
Jack,Macrae,748,St Kilda,2026,6,MIDFIELDER,CD_I295467,3/08/1994,NA,192,0,NA,NA,NA,NA,27/04/2026
Bradley,Hill,482,St Kilda,2026,8,MIDFIELDER,CD_I295584,9/07/1993,NA,182,0,NA,NA,NA,NA,27/04/2026
Callum,Wilkie,1855,St Kilda,2026,44,KEY_DEFENDER,CD_I296422,10/03/1996,NA,191,0,NA,NA,NA,NA,27/04/2026
Dan,Butler,1036,St Kilda,2026,16,MEDIUM_FORWARD,CD_I992374,3/06/1996,NA,182,0,NA,NA,NA,NA,27/04/2026
Rowan,Marshall,1410,St Kilda,2026,19,RUCK,CD_I992468,24/11/1995,NA,201,0,NA,NA,NA,NA,27/04/2026
Dougal,Howard,998,St Kilda,2026,20,KEY_DEFENDER,CD_I993480,25/03/1996,NA,199,0,NA,NA,NA,NA,27/04/2026
Jack,Sinclair,1072,St Kilda,2026,35,MEDIUM_DEFENDER,CD_I994389,12/02/1995,NA,181,0,NA,NA,NA,NA,27/04/2026
Hayden,McLean,1956,Sydney,2026,2,KEY_FORWARD,CD_I1003203,20/01/1999,NA,197,0,NA,NA,NA,NA,27/04/2026
Malcolm,Rosas,2602,Sydney,2026,10,MEDIUM_FORWARD,CD_I1005986,27/06/2001,NA,180,0,NA,NA,NA,NA,27/04/2026
Nick,Blakey,1948,Sydney,2026,22,MEDIUM_DEFENDER,CD_I1006028,27/02/2000,NA,196,0,NA,NA,NA,NA,27/04/2026
James,Rowbottom,1908,Sydney,2026,8,MIDFIELDER,CD_I1006126,19/09/2000,NA,186,0,NA,NA,NA,NA,27/04/2026
Sam,Wicks,1903,Sydney,2026,15,MEDIUM_DEFENDER,CD_I1006232,14/09/1999,NA,181,0,NA,NA,NA,NA,27/04/2026
Billy,Cootee,2879,Sydney,2026,25,MIDFIELDER,CD_I1007053,18/12/2002,NA,178,0,NA,NA,NA,NA,27/04/2026
Joel,Amartey,1598,Sydney,2026,36,KEY_FORWARD,CD_I1008091,2/09/1999,NA,195,0,NA,NA,NA,NA,27/04/2026
Tom,McCartin,1786,Sydney,2026,30,KEY_DEFENDER,CD_I1008198,30/12/1999,NA,194,0,NA,NA,NA,NA,27/04/2026
Riley,Bice,8470,Sydney,2026,26,MEDIUM_DEFENDER,CD_I1008224,26/09/2000,NA,186,0,NA,NA,NA,NA,27/04/2026
Justin,McInerney,1864,Sydney,2026,27,MIDFIELDER,CD_I1011936,18/08/2000,NA,189,0,NA,NA,NA,NA,27/04/2026
Chad,Warner,3735,Sydney,2026,1,MIDFIELDER_FORWARD,CD_I1012014,19/05/2001,NA,185,0,NA,NA,NA,NA,27/04/2026
Matt,Roberts,5696,Sydney,2026,34,MIDFIELDER,CD_I1012210,31/07/2003,NA,184,0,NA,NA,NA,NA,27/04/2026
Errol,Gulden,3336,Sydney,2026,21,MIDFIELDER_FORWARD,CD_I1013128,18/07/2002,NA,175,0,NA,NA,NA,NA,27/04/2026
Braeden,Campbell,2941,Sydney,2026,16,MEDIUM_FORWARD,CD_I1013133,4/02/2002,NA,181,0,NA,NA,NA,NA,27/04/2026
Logan,McDonald,4074,Sydney,2026,6,KEY_FORWARD,CD_I1013230,4/04/2002,NA,195,0,NA,NA,NA,NA,27/04/2026
James,Jordon,1813,Sydney,2026,17,MIDFIELDER_FORWARD,CD_I1013409,20/12/2000,NA,187,0,NA,NA,NA,NA,27/04/2026
Jai,Serong,5107,Sydney,2026,13,MIDFIELDER,CD_I1017091,16/02/2003,NA,193,0,NA,NA,NA,NA,27/04/2026
William,Edwards,5488,Sydney,2026,28,KEY_DEFENDER,CD_I1017757,8/05/2003,NA,197,0,NA,NA,NA,NA,27/04/2026
Corey,Warner,5697,Sydney,2026,37,MEDIUM_FORWARD,CD_I1018424,7/10/2003,NA,182,0,NA,NA,NA,NA,27/04/2026
Angus,Sheldrick,5698,Sydney,2026,12,MIDFIELDER,CD_I1020339,7/11/2003,NA,178,0,NA,NA,NA,NA,27/04/2026
Caiden,Cleary,6816,Sydney,2026,33,MEDIUM_FORWARD,CD_I1024057,5/03/2005,NA,182,0,NA,NA,NA,NA,27/04/2026
Patrick,Snell,9038,Sydney,2026,41,KEY_DEFENDER,CD_I1024685,18/07/2005,NA,194,0,NA,NA,NA,NA,27/04/2026
Ned,Bowman,10298,Sydney,2026,23,MEDIUM_FORWARD,CD_I1027406,12/09/2006,NA,187,0,NA,NA,NA,NA,27/04/2026
Riak,Andrew,6426,Sydney,2026,20,KEY_DEFENDER,CD_I1027659,17/12/2005,NA,193,0,NA,NA,NA,NA,27/04/2026
Tom,Hanily,6489,Sydney,2026,40,MEDIUM_FORWARD,CD_I1027687,31/05/2005,NA,179,0,NA,NA,NA,NA,27/04/2026
William,Green,6600,Sydney,2026,45,RUCK,CD_I1027901,8/09/2005,NA,204,0,NA,NA,NA,NA,27/04/2026
Max,King,12441,Sydney,2026,31,KEY_FORWARD,CD_I1029015,9/01/2007,NA,192,0,NA,NA,NA,NA,27/04/2026
Jesse,Dattoli,8509,Sydney,2026,9,MEDIUM_FORWARD,CD_I1029589,7/08/2006,NA,180,0,NA,NA,NA,NA,27/04/2026
Jevan,Phillipou,11238,Sydney,2026,18,MIDFIELDER,CD_I1032354,30/03/2007,NA,184,0,NA,NA,NA,NA,27/04/2026
Noah,Chamberlain,11653,Sydney,2026,42,KEY_FORWARD,CD_I1033013,21/03/2007,NA,194,0,NA,NA,NA,NA,27/04/2026
Liam,Hetherton,12402,Sydney,2026,39,KEY_FORWARD,CD_I1033612,2/05/2007,NA,197,0,NA,NA,NA,NA,27/04/2026
Harry,Kyle,13552,Sydney,2026,32,MEDIUM_DEFENDER,CD_I1037405,16/07/2007,NA,188,0,NA,NA,NA,NA,27/04/2026
Dane,Rampe,727,Sydney,2026,24,KEY_DEFENDER,CD_I290307,2/06/1990,NA,187,0,NA,NA,NA,NA,27/04/2026
Taylor,Adams,145,Sydney,2026,3,MIDFIELDER,CD_I291776,20/09/1993,NA,181,0,NA,NA,NA,NA,27/04/2026
Harry,Cunningham,559,Sydney,2026,7,MEDIUM_FORWARD,CD_I291978,6/12/1993,NA,181,0,NA,NA,NA,NA,27/04/2026
Brodie,Grundy,113,Sydney,2026,4,RUCK,CD_I293957,15/04/1994,NA,202,0,NA,NA,NA,NA,27/04/2026
Joel,Hamling,458,Sydney,2026,29,KEY_DEFENDER,CD_I295222,9/04/1993,NA,194,0,NA,NA,NA,NA,27/04/2026
Jake,Lloyd,844,Sydney,2026,44,MEDIUM_FORWARD,CD_I295342,20/09/1993,NA,182,0,NA,NA,NA,NA,27/04/2026
Isaac,Heeney,966,Sydney,2026,5,MIDFIELDER,CD_I298539,5/05/1996,NA,185,0,NA,NA,NA,NA,27/04/2026
Callum,Mills,1133,Sydney,2026,14,MEDIUM_DEFENDER,CD_I993905,2/04/1997,NA,188,0,NA,NA,NA,NA,27/04/2026
Charlie,Curnow,776,Sydney,2026,35,KEY_FORWARD,CD_I996731,3/02/1997,NA,194,0,NA,NA,NA,NA,27/04/2026
Lewis,Melican,1040,Sydney,2026,43,KEY_DEFENDER,CD_I996743,4/11/1996,NA,194,0,NA,NA,NA,NA,27/04/2026
Tom,Papley,1135,Sydney,2026,11,MEDIUM_FORWARD,CD_I996765,13/07/1996,NA,177,0,NA,NA,NA,NA,27/04/2026
Peter,Ladhams,1371,Sydney,2026,19,RUCK,CD_I997142,14/01/1998,NA,204,0,NA,NA,NA,NA,27/04/2026
Liam,Baker,1756,West Coast,2026,3,MEDIUM_DEFENDER,CD_I1000223,27/01/1998,2024,173,0,Lake Grace (WA)/West Perth (WAFL)/Subiaco (WAFL)/Richmond,2018,other,NA,27/04/2026
Brandon,Starcevich,1609,West Coast,2026,4,MEDIUM_DEFENDER,CD_I1002401,24/07/1999,2017,188,0,Mt Lawley-Inglewood (WA)/Trinity Coll (WA)/East Perth (WAFL)/Brisbane,2018,nationalDraft,18,27/04/2026
Milan,Murdock,6874,West Coast,2026,47,MEDIUM_FORWARD,CD_I1005972,30/06/2000,2025,180,0,East Fremantle JFC/East Fremantle (WAFL),2026,preseason,NA,27/04/2026
Bailey J.,Williams,1904,West Coast,2026,32,RUCK,CD_I1006114,17/04/2000,2018,201,0,Pines (Vic)/Western Port SC (Vic)/Dandenong U18,2020,nationalDraft,35,27/04/2026
Harry,Schoenberg,3711,West Coast,2026,48,MEDIUM_FORWARD,CD_I1008543,21/02/2001,2019,180,0,Mintaro-Manoora (SA)/Woodville-West Torrens (SANFL)/Adelaide,2020,nationalDraft,24,27/04/2026
Deven,Robertson,3713,West Coast,2026,40,MIDFIELDER,CD_I1009385,30/06/2001,2019,185,0,Manning (WA)/Aquinas College (WA)/Perth (WAFL)/Brisbane,2020,nationalDraft,22,27/04/2026
Harry,Edwards,1854,West Coast,2026,42,KEY_DEFENDER,CD_I1011437,1/10/2000,2018,200,0,Mazenod (WA)/Swan Districts (WAFL),2020,rookieElevation,18,27/04/2026
Finlay,Macrae,2695,West Coast,2026,45,MIDFIELDER,CD_I1012828,13/03/2002,2020,188,0,Kew Rovers (Vic)/Xavier College (Vic)/Oakleigh U18/Collingwood,2021,nationalDraft,19,27/04/2026
Sandy,Brock,2875,West Coast,2026,41,KEY_DEFENDER,CD_I1013315,14/12/2002,2021,198,0,Palmerston (NT)/Peel Thunder (WAFL)/Gold Coast SUNS,2025,other,NA,27/04/2026
Tyler,Brockman,4066,West Coast,2026,10,MEDIUM_FORWARD,CD_I1013511,22/11/2002,2020,180,0,Wembley Downs (WA)/Subiaco (WAFL)/Hawthorn,2021,nationalDraft,46,27/04/2026
Matthew,Owies,1776,West Coast,2026,16,MEDIUM_FORWARD,CD_I1013973,19/03/1997,2018,179,0,Camberwell (Vic)/St Kevin's College (Vic)/Carlton,2020,other,NA,27/04/2026
Rhett,Bazzo,5699,West Coast,2026,33,KEY_DEFENDER,CD_I1017718,17/10/2003,2021,195,0,South Mandurah (WA)/Guilford Gram (WA)/Swan Districts (WAFL),2022,nationalDraft,37,27/04/2026
Tylar,Young,4777,West Coast,2026,20,KEY_DEFENDER,CD_I1018433,5/09/1998,2025,196,0,North Albury (NSW)/Frankston (VFL)/Richmond (VFL)/Richmond,2023,other,NA,27/04/2026
Lucca,Grego,8511,West Coast,2026,31,MEDIUM_DEFENDER,CD_I1018992,15/09/2006,2024,184,0,Bacchus Marsh FNC/Western U18,2025,nationalDraft,48,27/04/2026
Harry,Barnett,8637,West Coast,2026,30,RUCK,CD_I1020057,22/01/2004,2022,203,0,Goodwood (SA)/West Adelaide (SANFL),2023,nationalDraft,23,27/04/2026
Jack,Williams,5700,West Coast,2026,34,KEY_FORWARD,CD_I1020371,1/12/2003,2021,198,0,Rossmoyne (WA)/East Fremantle (WAFL),2022,nationalDraft,57,27/04/2026
Elijah,Hewett,7596,West Coast,2026,8,MEDIUM_FORWARD,CD_I1020670,27/05/2004,2022,186,0,Caversham (WA)/Swan Districts (WAFL),2023,nationalDraft,14,27/04/2026
Jacob,Newton,10103,West Coast,2026,46,MEDIUM_FORWARD,CD_I1022486,20/03/2006,2025,178,0,Norwood (SANFL)/West Coast (WAFL),2025,other,9,27/04/2026
Reuben,Ginbey,7975,West Coast,2026,7,KEY_DEFENDER,CD_I1023025,10/09/2004,2022,191,0,Dunsborough (WA)/East Perth (WAFL),2023,nationalDraft,9,27/04/2026
Tyrell,Dewar,7576,West Coast,2026,43,MIDFIELDER,CD_I1023142,27/03/2004,2022,185,0,Mines Rovers (WA)/Subiaco (WAFL),2024,other,NA,27/04/2026
Brady,Hough,5701,West Coast,2026,19,MEDIUM_DEFENDER,CD_I1023167,5/03/2003,2021,191,0,Harvey (WA)/Peel Thunder (WAFL),2022,nationalDraft,31,27/04/2026
Harley,Reid,5377,West Coast,2026,9,MIDFIELDER,CD_I1023492,17/04/2005,2023,187,0,Tongala/Echuca Under 18s/St. Josephs College/Bendigo U18,2024,nationalDraft,1,27/04/2026
Noah,Long,5375,West Coast,2026,13,MEDIUM_FORWARD,CD_I1023496,23/08/2004,2022,179,0,Echuca (Vic)/Geelong Grammer (Vic)/Bendigo U18,2023,nationalDraft,58,27/04/2026
Clay,Hall,7519,West Coast,2026,29,MIDFIELDER,CD_I1024188,12/05/2005,2023,190,0,Harvey Brunswick Leschenault (WA)/Peel Thunder (WAFL),2024,nationalDraft,38,27/04/2026
Archer,Reid,6500,West Coast,2026,22,KEY_FORWARD,CD_I1027693,19/09/2005,2023,203,0,West Gippsland Football Netball (Vic)/Gippsland U18,2025,nationalDraft,30,27/04/2026
Harvey,Johnston,6701,West Coast,2026,24,MEDIUM_DEFENDER,CD_I1027969,18/08/2005,2023,185,0,Mordialloc Braeside JFC (Vic)/Sandringham U18,2024,nationalDraft,49,27/04/2026
Bo,Allan,8325,West Coast,2026,26,MIDFIELDER,CD_I1028449,16/02/2006,2024,191,0,Halls Head FC/Peel Thunder (WAFL),2025,nationalDraft,16,27/04/2026
Tom,Gross,8579,West Coast,2026,27,MIDFIELDER_FORWARD,CD_I1028561,15/09/2006,2024,183,0,Kew Rovers FC Inc./Oakleigh U18,2025,nationalDraft,46,27/04/2026
Cooper,Duff-Tytler,12113,West Coast,2026,21,KEY_FORWARD,CD_I1028725,22/08/2007,2025,200,0,Woodend JFC (Vic)/Calder U18,2026,nationalDraft,4,27/04/2026
Malakai,Champion,8496,West Coast,2026,37,MEDIUM_FORWARD,CD_I1029136,17/05/2006,2024,172,0,Mines Rovers/Subiaco (WAFL),2025,other,NA,27/04/2026
Ryan,Maric,8467,West Coast,2026,23,MEDIUM_DEFENDER,CD_I1029416,6/09/2004,2023,196,0,Drouin Vic)/Gippsland U18/Box Hill Hawks (VFL),2023,other,1,27/04/2026
Jobe,Shanahan,9050,West Coast,2026,35,KEY_FORWARD,CD_I1031913,2/08/2006,2024,195,0,Moama FC/Bendigo U18,2025,nationalDraft,30,27/04/2026
Hamish,Davis,11298,West Coast,2026,38,MIDFIELDER,CD_I1032624,2/05/2006,2024,190,0,Subiaco JFC/Claremont (WAFL),2025,nationalDraft,65,27/04/2026
Sam,Allen,11938,West Coast,2026,12,MIDFIELDER_FORWARD,CD_I1033063,13/01/2007,2025,183,0,Glen Iris (Vic)/Oakleigh U18,NA,nationalDraft,29,27/04/2026
Josh,Lindsay,11789,West Coast,2026,5,MEDIUM_DEFENDER,CD_I1033078,7/04/2007,2025,183,0,Newton &amp; Chilwell (Vic)/Geelong Falcons U18,2026,nationalDraft,19,27/04/2026
Willem,Duursma,11955,West Coast,2026,1,MIDFIELDER,CD_I1033115,21/06/2007,2025,191,0,Foster (Vic)/Gippsland U18,2026,nationalDraft,1,27/04/2026
Fred,Rodriguez,11953,West Coast,2026,39,MIDFIELDER,CD_I1033704,10/07/2007,2025,184,0,Fremantle City Dockers/South Fremantle (WAFL),NA,rookieElevation,1,27/04/2026
Jack,Hutchinson,12565,West Coast,2026,44,MIDFIELDER,CD_I1036098,10/11/2001,2024,190,0,Collingwood (VFL),2024,other,3,27/04/2026
Tom,McCarthy,12571,West Coast,2026,18,MEDIUM_DEFENDER,CD_I1036124,12/07/2000,2025,187,0,Richmond (VFL)/West Coast (WAFL),2025,other,1,27/04/2026
Tylah,Williams,13382,West Coast,2026,36,MEDIUM_FORWARD,CD_I1037004,22/02/2007,2025,175,0,Redcliffe JFC (WA)/Swan Districts (WAFL),NA,nationalDraft,39,27/04/2026
Jamie,Cripps,751,West Coast,2026,15,MEDIUM_FORWARD,CD_I290826,23/04/1992,2010,184,0,Northampton (WA)/East Fremantle (WAFL)/St Kilda,2011,nationalDraft,24,27/04/2026
Elliot,Yeo,584,West Coast,2026,6,MIDFIELDER_FORWARD,CD_I292128,1/10/1993,2011,191,0,Booragoon (WA)/East Fremantle (WAFL)/Brisbane,2012,nationalDraft,30,27/04/2026
Tim,Kelly,1741,West Coast,2026,11,MIDFIELDER,CD_I295898,26/07/1994,2017,184,0,Palmyra (WA)/South Fremantle (WAFL)/Geelong,2018,nationalDraft,24,27/04/2026
Liam,Duggan,956,West Coast,2026,14,MEDIUM_DEFENDER,CD_I298268,11/12/1996,2014,186,0,Bacchus Marsh (Vic)/Western U18,2015,nationalDraft,11,27/04/2026
Jack,Graham,1325,West Coast,2026,17,MIDFIELDER,CD_I990827,25/02/1998,2016,181,0,Tea Tree Gully (SA)/North Adelaide (SANFL),2017,nationalDraft,53,27/04/2026
Tom,Cole,1146,West Coast,2026,28,MEDIUM_DEFENDER,CD_I993820,28/05/1997,2015,188,0,Sandhurst (Vic)/Bendigo U18,2016,nationalDraft,36,27/04/2026
Matt,Flynn,866,West Coast,2026,25,RUCK,CD_I993902,13/09/1997,2015,202,0,Narrandera (NSW)/NSW-ACT U18/GWS Giants,2021,nationalDraft,41,27/04/2026
Jake,Waterman,1381,West Coast,2026,2,KEY_FORWARD,CD_I996554,6/05/1998,2016,192,0,Marist (WA)/Claremont (WAFL),2018,fatherSon,77,27/04/2026
Lachlan,Bramble,4313,Western Bulldogs,2026,29,MEDIUM_DEFENDER,CD_I1000864,19/04/1998,NA,182,0,NA,NA,NA,NA,27/04/2026
Matthew,Kennedy,922,Western Bulldogs,2026,8,MIDFIELDER,CD_I1001398,6/04/1997,NA,188,0,NA,NA,NA,NA,27/04/2026
Aaron,Naughton,1621,Western Bulldogs,2026,33,KEY_FORWARD,CD_I1002404,30/11/1999,NA,196,0,NA,NA,NA,NA,27/04/2026
Tim,English,1409,Western Bulldogs,2026,44,RUCK,CD_I1004592,10/08/1997,NA,208,0,NA,NA,NA,NA,27/04/2026
Laitham,Vandermeer,1931,Western Bulldogs,2026,23,MEDIUM_FORWARD,CD_I1005000,3/02/1999,NA,182,0,NA,NA,NA,NA,27/04/2026
Nick,Coffield,1707,Western Bulldogs,2026,17,MEDIUM_DEFENDER,CD_I1005717,23/10/1999,NA,191,0,NA,NA,NA,NA,27/04/2026
Rhylee,West,1912,Western Bulldogs,2026,14,MEDIUM_FORWARD,CD_I1006127,12/07/2000,NA,183,0,NA,NA,NA,NA,27/04/2026
Riley,Garcia,3741,Western Bulldogs,2026,38,MIDFIELDER_FORWARD,CD_I1006533,30/01/2001,NA,178,0,NA,NA,NA,NA,27/04/2026
Ed,Richards,1722,Western Bulldogs,2026,20,MIDFIELDER,CD_I1008280,3/07/1999,NA,188,0,NA,NA,NA,NA,27/04/2026
Connor,Budarick,2389,Western Bulldogs,2026,19,MEDIUM_DEFENDER,CD_I1008454,6/04/2001,2025,175,0,Labrador (Qld)/Gold Coast (NEAFL)/Gold Coast,2020,other,NA,27/04/2026
Oskar,Baker,1739,Western Bulldogs,2026,13,MEDIUM_FORWARD,CD_I1008855,25/05/1998,NA,184,0,NA,NA,NA,NA,27/04/2026
Lachlan,McNeil,4079,Western Bulldogs,2026,30,MEDIUM_FORWARD,CD_I1009015,2/09/2001,NA,184,0,NA,NA,NA,NA,27/04/2026
Cody,Weightman,2401,Western Bulldogs,2026,3,MEDIUM_FORWARD,CD_I1011803,15/01/2001,NA,179,0,NA,NA,NA,NA,27/04/2026
Jordan,Croft,6385,Western Bulldogs,2026,16,KEY_FORWARD,CD_I1013996,12/05/2005,NA,201,0,NA,NA,NA,NA,27/04/2026
Luke,Cleary,3187,Western Bulldogs,2026,36,MEDIUM_DEFENDER,CD_I1015929,5/03/2002,NA,191,0,NA,NA,NA,NA,27/04/2026
Harvey,Gallagher,5036,Western Bulldogs,2026,12,MIDFIELDER,CD_I1017087,26/09/2003,NA,181,0,NA,NA,NA,NA,27/04/2026
Sam,Darcy,5292,Western Bulldogs,2026,10,KEY_FORWARD,CD_I1017126,19/07/2003,NA,208,0,NA,NA,NA,NA,27/04/2026
Ryley,Sanders,5296,Western Bulldogs,2026,9,MIDFIELDER,CD_I1017939,21/01/2005,NA,186,0,NA,NA,NA,NA,27/04/2026
Arthur,Jones,5703,Western Bulldogs,2026,32,MEDIUM_FORWARD,CD_I1020586,18/07/2003,NA,180,0,NA,NA,NA,NA,27/04/2026
Michael,Sellwood,7394,Western Bulldogs,2026,37,MEDIUM_DEFENDER,CD_I1020621,2/10/2003,NA,186,0,NA,NA,NA,NA,27/04/2026
Jedd,Busslinger,7959,Western Bulldogs,2026,5,KEY_DEFENDER,CD_I1023017,11/03/2004,NA,198,0,NA,NA,NA,NA,27/04/2026
Lachlan,Smith,6524,Western Bulldogs,2026,40,RUCK,CD_I1027702,5/10/2005,NA,203,0,NA,NA,NA,NA,27/04/2026
Joel,Freijah,6564,Western Bulldogs,2026,27,MIDFIELDER_FORWARD,CD_I1027704,14/11/2005,NA,191,0,NA,NA,NA,NA,27/04/2026
Lachie,Jaques,9248,Western Bulldogs,2026,11,MEDIUM_DEFENDER,CD_I1028493,1/06/2006,NA,185,0,NA,NA,NA,NA,27/04/2026
Cooper,Hynes,8502,Western Bulldogs,2026,6,MEDIUM_FORWARD,CD_I1029456,28/02/2006,NA,190,0,NA,NA,NA,NA,27/04/2026
Luke,Kennedy,9475,Western Bulldogs,2026,35,MIDFIELDER,CD_I1032112,11/10/2006,NA,180,0,NA,NA,NA,NA,27/04/2026
James,O'Donnell,11626,Western Bulldogs,2026,18,KEY_DEFENDER,CD_I1032966,31/08/2002,NA,197,0,NA,NA,NA,NA,27/04/2026
Louis,Emmett,12017,Western Bulldogs,2026,25,RUCK,CD_I1033076,23/03/2007,NA,199,0,NA,NA,NA,NA,27/04/2026
Lachlan,Carmichael,12455,Western Bulldogs,2026,2,MEDIUM_DEFENDER,CD_I1033626,27/08/2007,NA,185,0,NA,NA,NA,NA,27/04/2026
Josh,Dolan,11957,Western Bulldogs,2026,26,MEDIUM_FORWARD,CD_I1034235,11/11/2006,NA,177,0,NA,NA,NA,NA,27/04/2026
Will,Lewis,12563,Western Bulldogs,2026,28,KEY_FORWARD,CD_I1036104,5/05/1999,NA,195,0,NA,NA,NA,NA,27/04/2026
Sam,Davidson,12580,Western Bulldogs,2026,42,MIDFIELDER,CD_I1036123,13/12/2001,NA,191,0,NA,NA,NA,NA,27/04/2026
Zac,Walker,14554,Western Bulldogs,2026,41,KEY_DEFENDER,CD_I1041619,3/03/2006,NA,191,0,NA,NA,NA,NA,27/04/2026
Will,Darcy,15533,Western Bulldogs,2026,15,KEY_DEFENDER,CD_I1042728,14/03/2007,NA,198,0,NA,NA,NA,NA,27/04/2026
Tom,Liberatore,848,Western Bulldogs,2026,21,MIDFIELDER,CD_I290799,16/05/1992,NA,184,0,NA,NA,NA,NA,27/04/2026
Adam,Treloar,492,Western Bulldogs,2026,1,MIDFIELDER,CD_I291790,9/03/1993,NA,185,0,NA,NA,NA,NA,27/04/2026
Marcus,Bontempelli,857,Western Bulldogs,2026,4,MIDFIELDER,CD_I297373,24/11/1995,NA,194,0,NA,NA,NA,NA,27/04/2026
James,Harmes,742,Western Bulldogs,2026,22,MIDFIELDER,CD_I297899,5/10/1995,NA,186,0,NA,NA,NA,NA,27/04/2026
Rory,Lobb,604,Western Bulldogs,2026,7,KEY_DEFENDER,CD_I990740,9/02/1993,NA,207,0,NA,NA,NA,NA,27/04/2026
Bailey,Williams,969,Western Bulldogs,2026,34,MIDFIELDER,CD_I992351,10/10/1997,NA,190,0,NA,NA,NA,NA,27/04/2026
Bailey,Dale,1053,Western Bulldogs,2026,31,MEDIUM_DEFENDER,CD_I996708,22/07/1996,NA,188,0,NA,NA,NA,NA,27/04/2026
Ryan,Gardner,900,Western Bulldogs,2026,43,KEY_DEFENDER,CD_I997501,1/06/1997,NA,197,0,NA,NA,NA,NA,27/04/2026
Buku,Khamis,1959,Western Bulldogs,2026,24,KEY_DEFENDER,CD_I998782,24/03/2000,NA,191,0,NA,NA,NA,NA,27/04/2026
